"serial","father","child","depth","access"
"url_197","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Fortnite_Battle_Royale","1","True"
"url_198","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Google","1","True"
"url_199","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Street_View","1","True"
"url_200","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Google_Search","1","True"
"url_201","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/TikTok","1","True"
"url_202","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Amazon_Prime","1","True"
"url_203","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/RealD_3D","1","True"
"url_204","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/D-Box","1","True"
"url_205","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Dolby_Cinema","1","True"
"url_206","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/4DX","1","True"
"url_207","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/70_mm_film","1","True"
"url_208","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Hulu","1","True"
"url_209","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/List_of_highest-grossing_films","1","True"
"url_210","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/List_of_highest-grossing_openings_for_films","1","True"
"url_211","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Box_office_market","1","True"
"url_212","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Rotten_Tomatoes","1","True"
"url_213","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Metacritic","1","True"
"url_214","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Weighted_average","1","True"
"url_215","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/CinemaScore","1","True"
"url_216","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/PostTrak","1","True"
"url_217","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Deadline_Hollywood","1","True"
"url_218","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Owen_Gleiberman","1","True"
"url_219","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Peter_Bradshaw","1","True"
"url_220","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/The_Guardian","1","True"
"url_221","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/David_Ehrlich","1","True"
"url_222","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/IndieWire","1","True"
"url_223","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Rolling_Stone","1","True"
"url_224","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.bbfc.co.uk/release/spider-man-brand-new-day-q29sbgvjdglvbjpwwc0xmtezmty0","1","True"
"url_225","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/British_Board_of_Film_Classification","1","True"
"url_226","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2026/07/spider-man-brand-new-day-box-office-projection-1237005824","1","True"
"url_227","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.boxofficemojo.com/title/tt22084616","1","True"
"url_228","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Box_Office_Mojo","1","True"
"url_229","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/IMDb","1","True"
"url_230","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2024/10/spider-man-tom-holland-new-movie-1236158673","1","True"
"url_231","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/superhero-movies/mcu-boss-kevin-feige-reveals-why-marvel-is-pairing-up-spider-man-and-the-punisher-in-brand-new-day-its-street-level-crime-as-opposed-to-world-ending-events","1","True"
"url_232","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/GamesRadar+","1","True"
"url_233","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.empireonline.com/movies/news/spider-man-brand-new-day-classic-elements-of-spidey-kevin-feige-exclusive","1","True"
"url_234","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.esbnyc.com/blog/watch-tom-holland-swings-esb-drop-spider-man-brand-new-day-trailer","1","True"
"url_235","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/The_Empire_State_Building","1","True"
"url_236","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/spider-man-brand-new-day-trailer-punisher-hulk-scorpion-11928072","1","False"
"url_237","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Entertainment_Weekly","1","True"
"url_238","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://screenrant.com/spider-man-new-powers-brand-new-day-confirmed","1","False"
"url_239","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://gizmodo.com/spider-man-brand-new-day-trailer-breakdown-marvel-2000734989","1","True"
"url_240","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.motionpictures.org/2026/07/why-sadie-sinks-spider-man-brand-new-way-role-has-been-kept-a-secret","1","True"
"url_241","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/The_Credits","1","True"
"url_242","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Motion_Picture_Association","1","True"
"url_243","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-trailer","1","True"
"url_244","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/zendaya-mj-pass-spider-man-brand-new-day-script-12028408","1","False"
"url_245","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/who-does-sadie-sink-play-in-spider-man-brand-new-day","1","True"
"url_246","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-ending-explained-who-dies","1","True"
"url_247","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2026/film/features/sadie-sink-jean-grey-interview-spider-man-brand-new-day-x-men-1236829644","1","True"
"url_248","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/sadie-sink-spider-man-brand-new-day-character-officially-revealed-12028693","1","False"
"url_249","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/sadie-sink-talks-jean-grey-marvel-future-x-men-after-spider-man-brand-new-day-12035221","1","False"
"url_250","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.vanityfair.com/story/sadie-sink-x-men-jean-grey-spider-man","1","True"
"url_251","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.thewrap.com/creative-content/movies/spider-man-brand-new-day-destin-daniel-cretton-interview","1","True"
"url_252","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2026/film/news/spider-man-brand-new-day-footage-cinemacon-tom-holland-zendaya-love-interest-1236704423","1","True"
"url_253","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/spider-man-brand-new-day-cinemacon-footage-11948022","1","False"
"url_254","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2026/tv/news/samsung-galaxy-spider-man-brand-new-day-1236782164","1","True"
"url_255","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://screenrant.com/spider-man-brand-new-day-mj-peter-optimism-reversal-zendaya","1","False"
"url_256","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/spider-man-brand-new-day-jon-bernthal-1236296073","1","True"
"url_257","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://thedirect.com/article/the-punisher-one-last-kill-perfectly-sets-up-frank-castle-for-spider-man-brand-new-dayheres-why","1","True"
"url_258","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://collider.com/spider-man-brand-new-day-tom-holland-sadie-sink-jon-bernthal-punisher","1","False"
"url_259","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2026/film/features/spider-man-brand-new-day-punisher-jon-bernthal-odyssey-1236822987","1","True"
"url_260","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/tom-holland-compares-jon-bernthals-frank-castle-to-robert-downey-jr-s-tony-stark-in-spider-man-brand-new-day-the-relationship-between-spider-man-and-the-punisher-is-so-funny","1","True"
"url_261","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/punisher-easter-egg-in-spider-man-brand-new-day-trailer-could-give-away-which-marvel-comic-run-the-mcu-movie-is-adapting","1","True"
"url_262","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://aiptcomics.com/2026/07/08/the-art-of-spider-man-brand-new-day-review-highlights","1","False"
"url_263","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/yelenas-cameo-in-spider-man-brand-new-day-finally-answers-one-of-the-mcus-biggest-questions-about-the-avengers","1","True"
"url_264","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/gallery/spider-man-brand-new-day-cast-characters-mutants-avengers","1","True"
"url_265","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-confirms-that-the-mcu-has-a-new-black-widow","1","True"
"url_266","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/news/x-men-villain-officially-confirmed-for-spider-man-brand-new-day-setting-up-marvels-mutant-saga","1","True"
"url_267","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gq.com/story/tramell-tillman-spider-man-brand-new-day","1","True"
"url_268","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.radiotimes.com/movies/scifi/spider-man-brand-new-day-lesson-grief-comment","1","True"
"url_269","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Radio_Times","1","True"
"url_270","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/spider-man-brand-new-day-mark-ruffalo-1236232140","1","True"
"url_271","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.slashfilm.com/2126438/why-mark-ruffalo-hulk-human-again-spider-man-brand-new-day","1","True"
"url_272","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki//Film","1","True"
"url_273","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.thewrap.com/creative-content/movies/spider-man-brand-new-day-trailer-savage-hulk","1","True"
"url_274","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://collider.com/spider-man-brand-new-day-trailer-hulk-mcu-change-savage-hulk","1","False"
"url_275","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/news/spider-man-brand-new-day-scorpion-first-look","1","True"
"url_276","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/comic-book-characters-in-the-spider-man-brand-new-day-trailer","1","True"
"url_277","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2026/07/liza-colon-zayas-hulu-david-shore-series-conviction-1236998671","1","True"
"url_278","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.superherohype.com/news/683043-spider-man-fans-found-major-mcu-cameo-hidden-brand-new-day","1","True"
"url_279","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/SuperHeroHype","1","True"
"url_280","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.ign.com/articles/spider-man-brand-new-day-director-gives-best-look-yet-at-villains-boomerang-and-the-hand-but-are-the-photos-a-misdirect","1","True"
"url_281","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/IGN","1","True"
"url_282","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/list/all-5-mcu-spider-man-stories-that-happened-before-brand-new-day","1","True"
"url_283","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.slashfilm.com/2226537/peter-parker-ai-assistant-ev-spider-man-brand-new-day-voice-naomi-watts","1","True"
"url_284","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://screenrant.com/spiderman-brand-new-day-movie-easter-eggs-references","1","False"
"url_285","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/news/spider-man-brand-new-day-confirms-identity-of-mjs-boyfriend-and-hes-a-marvel-character-fans-love-to-hate","1","True"
"url_286","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-star-strongly-debunks-theory-about-the-identity-of-mjs-new-boyfriend","1","True"
"url_287","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.denofgeek.com/movies/spider-man-brand-new-day-looks-to-directly-tie-into-daredevil-born-again","1","True"
"url_288","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Den_of_Geek","1","True"
"url_289","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2025/09/spider-man-brand-new-day-casts-marvin-jones-iii-tombstone-1236553455","1","True"
"url_290","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.superherohype.com/news/683720-spider-man-brand-new-day-cast-daredevil-star-key-villain","1","True"
"url_291","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-villain-says-a-lot-of-his-scenes-were-cut-and-more-recognizable-actors-were-removed-entirely","1","True"
"url_292","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/heat-vision/sony-fires-back-at-marvel-spider-man-movie-divorce-1233490","1","True"
"url_293","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2019/08/kevin-feige-spider-man-franchise-exit-disney-sony-dispute-avengers-endgame-captain-america-winter-soldier-tom-rothman-bob-iger-1202672545","1","True"
"url_294","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2019/film/news/sony-marvel-tom-holland-spider-man-1203351489","1","True"
"url_295","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://collider.com/tom-holland-spider-man-contract-spider-man-no-way-home","1","False"
"url_296","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gq-magazine.co.uk/culture/article/tom-holland-cherry-interview","1","True"
"url_297","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/British_GQ","1","True"
"url_298","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/movies/tom-holland-spider-man-no-way-home-preview","1","False"
"url_299","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gq.com/story/tom-holland-superhero-of-the-year-2021","1","True"
"url_300","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://movieweb.com/tom-holland-casts-more-doubt-possible-return-spider-man","1","False"
"url_301","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/MovieWeb","1","True"
"url_302","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.fandango.com/movie-news/spider-man-no-way-home-producer-amy-pascal-reveals-more-about-the-historic-film-and-confirms-tom-hollands-future-as-spider-man-754461","1","True"
"url_303","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Fandango_Media","1","True"
"url_304","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/spider-man-movies-marvel-sony-no-way-home-1235054015","1","True"
"url_305","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.nytimes.com/2021/12/17/movies/kevin-feige-amy-pascal-spider-man-no-way-home.html","1","True"
"url_306","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/The_New_York_Times","1","True"
"url_307","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://search.worldcat.org/issn/0362-4331","1","True"
"url_308","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2022/04/spider-man-jon-watts-exits-marvel-fantastic-four-film-1235013110","1","True"
"url_309","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2022/05/sony-tom-rothman-spider-man-ghostbusters-1235024137","1","True"
"url_310","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://ew.com/movies/kevin-feige-marvel-phase-5-exclusive-interview","1","False"
"url_311","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2023/film/columns/across-the-spider-verse-miles-morales-spider-woman-1235629183","1","True"
"url_312","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.empireonline.com/movies/news/spider-man-brand-new-day-tom-holland-pitched-spider-puberty-story-exclusive","1","True"
"url_313","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2023/film/news/tom-holland-spider-man-4-writers-strike-1235631143","1","True"
"url_314","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/feature/tom-holland-the-crowded-room-future-spider-man-1235514347","1","True"
"url_315","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://theplaylist.net/tom-holland-spider-man-brand-new-day-is-mature-20260603","1","False"
"url_316","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://collider.com/tom-holland-spider-man-future","1","False"
"url_317","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/business/business-news/writers-guild-deal-reached-studios-end-of-strike-1235403981","1","True"
"url_318","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2024/04/tom-holland-spider-man-sands-film-festival-2024-1235891203","1","True"
"url_319","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://editorial.rottentomatoes.com/article/spider-man-brand-new-day-interview-tom-holland-zendaya-jacob-batalon-sadie-sink","1","True"
"url_320","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.ladbible.com/entertainment/celebrity/tom-holland-spiderman-how-long-play-for-lego-671643-20250828","1","True"
"url_321","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/LAD_Bible","1","True"
"url_322","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.esquire.com/style/grooming/a66014069/tom-holland-prada-paradigme-fragrance-interview","1","True"
"url_323","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/spider-man-the-beatles-jumanji-sony-tom-rothman-interview-1236663221","1","True"
"url_324","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.superherohype.com/news/670448-spider-man-brand-new-day-scrapped-idea-would-have-been-adorable","1","True"
"url_325","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.theinsneider.com/p/euphoria-season-3-delay-zendaya-spider-man-4-scarlett-johansson-jurassic-world-movie-batman-2-shoot","1","True"
"url_326","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/The_InSneider","1","True"
"url_327","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/news/spider-man-4-justin-lin-directing-report","1","True"
"url_328","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.theinsneider.com/p/madame-web-reshoots-spiderman-4-rumors-harry-potter-tv-series-lorne-michaels-jason-reitman-snl","1","True"
"url_329","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://gizmodo.com/xmen-team-mcu-kevin-feige-spiderman-4-update-2000476926","1","True"
"url_330","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.cinemablend.com/interviews/kevin-feige-explains-why-spider-man-4-probably-will-replace-jon-watts-as-director","1","True"
"url_331","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/CinemaBlend","1","True"
"url_332","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-features/wolfs-director-jon-watts-brad-pitt-george-clooney-interview-venice-1235979433","1","True"
"url_333","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2024/09/spider-man-movie-destin-daniel-cretton-1236082823","1","True"
"url_334","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/spider-man-4-finds-its-director-1235995984","1","True"
"url_335","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2022/film/news/avenger-the-kang-dynasty-destin-daniel-cretton-director-1235326300","1","True"
"url_336","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/avengers-the-kang-dynasty-loses-director-1235648140","1","True"
"url_337","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2024/film/news/avengers-secret-wars-doomsday-russo-brothers-return-1235879783","1","True"
"url_338","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.indiewire.com/features/interviews/spider-man-brand-new-day-director-interview-1235206443","1","True"
"url_339","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2024/film/news/spider-man-4-destin-daniel-cretton-tom-holland-1235364633","1","True"
"url_340","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/tom-holland-to-star-in-christopher-nolan-next-film-1236040294","1","True"
"url_341","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2026/film/news/zendaya-tom-holland-spider-man-brand-new-day-rewrite-bad-scene-1236765076","1","True"
"url_342","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://theplaylist.net/tom-holland-the-odyssey-spider-man-brand-new-day-20260603","1","False"
"url_343","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.hollywoodreporter.com/movies/movie-news/tom-holland-read-spider-man-4-script-zendaya-1236034546","1","True"
"url_344","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","http://theplaylist.net/spider-man-brand-new-day-destin-daniel-cretton-begged-direct-tom-holland-saved-film-20260723","1","True"
"url_345","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2024/film/global/tom-holland-spider-man-4-shooting-next-summer-1236187529","1","True"
"url_346","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.thewrap.com/creative-content/movies/spider-man-brand-new-day-written-by-challengers-scribe","1","True"
"url_347","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://directories.wga.org/project/1284194/spider-man-brand-new-day","1","True"
"url_348","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Writers_Guild_of_America_West","1","True"
"url_349","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.theinsneider.com/p/spiderman-4-director-destin-daniel-cretton-spiderverse-3-may-be-delayed-to-2027-to-make-room","1","True"
"url_350","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.theinsneider.com/p/spider-man-4-rumors-marvel-pr-what-would-nikki-finke-do-luigi-mangione-movie-dune-3-dp","1","True"
"url_351","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://featurefirst.net/new-spider-man-4-rumours-imply-a-hellish-adventure","1","True"
"url_352","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2024/film/news/zendaya-anne-hathaway-chrirstopher-nolan-new-movie-1236205153","1","True"
"url_353","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.thewrap.com/charlie-cox-debunks-spider-man-rumors-video","1","True"
"url_354","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://comicbook.com/movies/news/marvel-spider-man-4-filming-start-confirmed-tom-holland-schedule","1","True"
"url_355","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2025/02/tom-holland-spider-man-release-date-2026-1236297935","1","True"
"url_356","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://variety.com/2025/film/news/spider-man-4-delayed-two-weeks-tom-holland-nolan-odyssey-1236316067","1","True"
"url_357","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://deadline.com/2025/03/sadie-sink-spider-man-movie-1236323300","1","True"
"url_358","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.nylon.com/entertainment/sadie-sink-spider-man-brand-new-day-theater-john-proctor-is-the-villain-romeo-and-juliet-interview","1","True"
"url_359","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.rollingstone.com/tv-movies/tv-movie-features/spider-man-brand-new-day-interview-director-tom-holland-1235595446","1","True"
"url_360","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.syfy.com/syfy-wire/who-is-sadie-sink-playing-in-spider-man-brand-new-day-fan-theories-explored","1","True"
"url_361","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://en.wikipedia.org/wiki/Syfy","1","True"
"url_362","https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day","https://www.gamesradar.com/entertainment/marvel-movies/spider-man-brand-new-day-producer-compares-sadie-sinks-mystery-character-to-no-way-homes-worst-kept-secret-multiverse-reveal-people-love-to-be-surprised","1","True"
